lib_id	norRNA_reads
20GZYW0424	5963712
20HEBAW0713	955162
20HEBAW0714	2210462
20HEBAW0715	1545921
20HEBAW0716	1681461
20HEBAW0717	1148444
20HEBAW0718	2337100
20HEBAW0719	1285614
20HEBBM0721	2002244
20HEBBM0722	1398014
20HEBAW0720	1717064
20HEBBM0723	1044402
20HEBBM0724	1243382
20HEBBM0726	1514048
20HEBBM0728	1483820
20HEBBM0727	1558705
20HEBBM0725	2518007
20HEBBM0730	1143472
20HEBBM0729	1403367
20HEBKW0701	1911788
20HEBKW0704	1358674
20HEBKW0702	2559060
20HEBKW0705	1404480
20HEBKW0703	2167567
20HEBKW0706	947464
20HEBKW0707	909469
20HEBKW0708	1680331
20HEBKW0709	3810784
20HEBKW0710	4598772
20HENAW0322	2307803
20HENAW0326	4687022
20HENAW0325	5974348
20HENAW0323	5307191
20HENAW0324	6914790
20HENAW0329	3525518
20HENAW0327	5421070
20HENAW0328	5296346
20HENAW0330	4964567
20HENKW0298	2802773
20HENKW0297	4703643
20HENKW0294	5769016
20HENAW0331	5642301
20HENKW0301	3150700
20HENKW0299	5933631
20HENKW0300	4667279
20HENKW0302	2949866
20HENKW0304	3011439
20HENSDH0306	1759857
20HENKW0303	5556880
20HENSDH0308	2178884
20HENSDH0307	3821548
20HENSDH0309	1916853
20HENSDH0305	5080743
20HENSDH0310	2531401
20HENSDH0311	1662383
20HENSR0313	5443776
20HENSR0315	4666509
20HENSR0314	5361161
20HENSR0312	7094411
20HENSR0317	5783146
20HENSR0316	6475003
20HENSR0319	6326682
20HENSR0318	9431667
20HENSR0320	5185518
20HENYW0284	5495354
20HENSR0321	8100301
20HENYW0285	5102182
20HENYW0287	5016842
20HENYW0286	6549936
20HENYW0288	3987894
20HENYW0289	5261744
20HENYW0290	4402887
20HENYW0291	5943815
20HENYW0292	6252887
20HKBM0678	2121714
20HENYW0293	6519949
20HKBM0679	4068053
20HKBM0681	4873683
20HKBM0683	3093743
20HKAW0677	6986831
20HKBM0682	5311262
20HKBM0684	3870506
20HKBM0685	2757417
20HKBM0689	2244491
20HKBM0688	3213989
20HKBM0686	5537169
20HKBM0690	4448934
20HKKW0647	4330959
20HKKW0648	3099269
20HKKW0649	1481378
20HKBM0687	8182755
20HKKW0651	3031451
20HKKW0652	3266013
20HKKW0655	3026657
20HKKW0654	3967398
20HKKW0656	4624740
20HKSDH0657	3773569
20HKSDH0659	1634485
20HKSDH0658	3406842
20HKSDH0660	2751742
20HKSDH0662	2037848
20HKSDH0661	3650477
20HKSDH0664	3788712
20HKSDH0663	4898471
20HKSDH0665	5187509
20HKSDH0666	4588904
20HKSR0667	3945559
20HKSR0668	5186450
20HKSR0669	4504171
20HKSR0670	5265515
20HKSR0671	4669417
20HKSR0672	3391743
20HKSR0673	2962883
20HKSR0675	4121152
20HKSR0676	4092481
20HKYW0637	1749952
20HKYW0639	3660631
20HKSR0674	9322283
20HKYW0638	4922953
20HKYW0640	2409890
20HKYW0641	3032734
20HKKW0653	42469317
20HKYW0642	2417156
20HKYW0644	2227064
20HKYW0646	2432460
20HKYW0645	3216645
20HKYW0643	4346220
20HUNAW0142	7278146
20HUNAW0144	5777435
20HUNAW0143	4818426
20HUNAW0145	4943955
20HUNAW0146	5248224
20HUNAW0148	5132462
20HUNAW0149	4949002
20HUNAW0147	9158211
20HUNAW0150	4889385
20HUNKW0112	2370529
20HUNAW0151	6929492
20HUNKW0115	3161177
20HUNKW0114	3553431
20HUNKW0113	5327070
20HUNKW0116	2798423
20HUNKW0119	2880006
20HUNKW0118	3848299
20HUNKW0117	8389342
20HUNKW0120	5458745
20HUNSDH0122	4981098
20HUNKW0121	8698732
20HUNSDH0123	5030286
20HUNSDH0124	8741038
20HUNSDH0127	3621787
20HUNSDH0125	11595007
20HUNSDH0126	10128672
20HUNSDH0130	3157700
20HUNSDH0131	4414592
20HUNSDH0129	8467168
20HUNSDH0128	9805421
20HUNSR0132	7696233
20HUNSR0134	9364204
20HUNSR0133	10684192
20HUNSR0135	11260458
20HUNSR0137	6479326
20HUNSR0136	9375010
20HUNSR0138	10570545
20HUNSR0140	6729239
20HUNSR0139	9931008
20HUNYW0102	4582221
20HUNYW0104	2490367
20HUNSR0141	10673656
20HUNYW0103	5467759
20HUNYW0107	6778296
20HUNYW0106	5478459
20HUNYW0105	9247255
20HUNYW0109	4374964
20HUNYW0108	8217494
20HUNYW0110	8643280
20HUNYW0111	6604725
20JXAW0091	6019463
20JXAW0092	5909994
20JXAW0094	3173618
20JXAW0093	7489079
20JXAW0095	6535617
20JXAW0097	5636947
20JXAW0096	7511773
20JXAW0098	8676405
20JXBM0101	7176796
20JXAW0099	6295519
20JXKW0062	5249696
20JXKW0061	7732062
20JXAW0100	8687172
20JXKW0063	7925648
20JXKW0065	6384668
20JXKW0064	7896784
20JXKW0066	5789437
20JXKW0067	5053464
20JXKW0070	4601171
20JXKW0069	6856035
20JXKW0068	8803428
20JXSDH0071	8301435
20JXSDH0074	5231618
20JXSDH0073	7613727
20JXSDH0072	11240467
20JXSDH0075	8431259
20JXSDH0077	4989884
20JXSDH0076	9376384
20JXSDH0080	4179976
20JXSDH0079	7263308
20JXSDH0078	10957639
20JXSR0082	10616110
20JXSR0083	9823777
20JXSR0081	13558997
20JXSR0084	11291043
20JXSR0085	10985007
20JXSR0086	11128161
20JXSR0087	9614882
20JXSR0088	11220196
20JXYW0051	5590055
20JXSR0089	8387751
20JXYW0052	5155311
20JXYW0054	4504350
20JXYW0053	5444225
20JXSR0090	11906249
20JXYW0055	4285544
20JXYW0057	5065441
20JXYW0058	4608869
20JXYW0056	6906925
20JXYW0059	7523159
20JXYW0060	7661449
20LKAW1593	6101931
20LKAW1595	4945987
20LKAW1594	7993995
20LKAW1598	1711915
20LKAW1600	1589072
20LKAW1599	2691315
20LKAW1596	8020726
20LKAW1601	2884049
20LKAW1602	2273091
20LKKW1496	2859482
20LKAW1597	10346721
20LKKW1497	4760873
20LKKW1564	6349903
20LKKW1565	5365171
20LKKW1563	7860110
20LKKW1566	3948542
20LKKW1568	1986231
20LKKW1567	3455853
20LKKW1570	2530223
20LKKW1569	3879806
20LKSDH1577	3673023
20LKSDH1578	3378912
20LKSDH1580	2782707
20LKSDH1579	3480504
20LKSDH1581	4783503
20LKSR1583	3086122
20LKSR1584	4200713
20LKSDH1582	6040116
20LKSR1588	4335640
20LKSR1585	6555244
20LKSR1586	6531606
20LKSR1590	3918827
20LKSR1591	3889692
20LKSR1587	10831391
20LKSR1589	6913095
20LKSR1592	3836336
20LKWZKW1571	4895787
20LKWZKW1572	4955405
20LKWZKW1573	3636068
20LKWZKW1574	5879748
20LKYW1486	1921067
20LKWZKW1576	3465891
20LKYW1487	2490457
20LKYW1488	2409853
20LKYW1489	3161009
20LKWZKW1575	6153909
20LKYW1491	2923949
20LKYW1490	2957017
20LKYW1493	2602968
20MBBBM1228	1367688
20LKYW1494	3334588
20LKYW1495	3051069
20LKYW1492	4718200
20MBBSDH1227	740524
20MBBSDH1226	823174
20MBBYW1224	1363033
20MBBSDH1225	1745204
20MDMAW1303	1548393
20MDMAW1302	2263199
20MDMAW1304	1579941
20MDMAW1305	1187306
20MDMAW1301	4128147
20MDMAW1306	1411484
20MDMAW1307	1598570
20MDMBM1310	1522682
20MDMBM1311	1278442
20MDMKW1295	984761
20MDMBM1312	1217407
20MDMBM1309	4268836
20MDMKW1296	2647244
20MDMKW1297	3927104
20MDMBM1308	7934750
20MDMKW1298	2904854
20MDMYW1291	1381666
20MDMYW1292	1868734
20MDMYW1293	1019521
20MDMSR1300	3866578
20MDXAW1200	778858
20MDMSDH1299	5051609
20MDMYW1294	1796401
20MDXAW1201	1140294
20MDXAW1203	958451
20MDXAW1202	1450018
20MDXAW1206	1705588
20MDXAW1204	2874294
20MDXAW1205	2552765
20MDXAW1207	984069
20MDXAW1209	1886752
20MDXAW3294	2747536
20MDXAW3295	2568493
20MDXBM1210	2360598
20MDXBM1213	593906
20MDXAW1208	3531171
20MDXBM1214	2103098
20MDXBM1211	5396562
20MDXBM1216	1665938
20MDXBM1212	5997922
20MDXBM1215	4212632
20MDXKW1178	318336
20MDXBM1217	4042496
20MDXKW1179	1461928
20MDXBM1219	1811584
20MDXBM1218	4049339
20MDXKW1223	3359514
20MDXKW1220	5493977
20MDXSDH1180	1053310
20MDXSDH1182	1732924
20MDXSDH1181	2039879
20MDXKW1222	7303364
20MDXSDH1184	1133791
20MDXSDH1183	1845404
20MDXSDH1185	2079713
20MDXSDH1186	1714310
20MDXSDH1187	3438368
20MDXSDH1188	3354502
20MDXSDH1189	3420642
20MDXSDH3291	456023
20MDXSDH3290	1407181
20MDXSDH3293	664196
20MDXSDH3292	742202
20MDXSR1191	4507155
20MDXSR1193	453371
20MDXKW1221	17675229
20MDXSR1194	469239
20MDXSR1190	7160075
20MDXSR1196	3112223
20MDXSR1192	9625282
20MDXSR1195	6237520
20MDXSR1197	3988923
20MDXSR1199	1910852
20MDXSR3287	1656840
20MDXSR3289	1068005
20MDXSR3288	2446144
20MDXSR3298	3678586
20MDXSR1198	9953584
20MDXSR3297	6412118
20MDXSR3296	6667468
20MDXYW1169	1918128
20MDXYW1168	2710481
20MDXYW1173	1041622
20MDXYW1172	1718636
20MDXYW1171	2361522
20MDXYW1170	2618784
20MDXYW1174	926619
20MDXYW1176	447257
20MDXYW1175	763363
20MDXYW1177	735624
20MDXYW3283	2438853
20MDXYW3282	2230217
20MDXYW3281	2562305
20MDXYW3284	3144161
20MDXYW3286	1263723
20MDXYW3285	1413832
20MGLBM1324	2532873
20MGLBM1323	3660503
20MGLKW1055	3614838
20MGLKW1056	1927025
20MGLKW1054	5030360
20MGLKW1057	2431267
20MGLKW1058	2754871
20MGLKW1059	3042043
20MGLKW1061	2690205
20MGLKW1060	3604666
20MGLKW1062	2437090
20MGLKW1063	4181373
20MJJBM1325	2603057
20MGLSDH1064	5914806
20MJJBM1327	1517990
20MJJBM1326	2040059
20MJJBM1329	2050881
20MJJBM1328	2188010
20MGLSDH1065	8739500
20MJJBMBM3280	3464165
20MJJBMBM3278	5287279
20MJJBMBM3279	5801549
20MLCBM1078	3161737
20MLCBM1079	3059298
20MLCAW1077	5051020
20MLCBM1080	2625549
20MLCSDH1066	3169491
20MLCBM1081	4917216
20MLCKW3244	4626231
20MLCSR1068	5378520
20MLCSR1067	6732801
20MLCSR1069	5674572
20MLCSR1070	6429472
20MLCSR1071	3711924
20MLCSR1072	3852687
20MLCSR1073	3460800
20MLCSR1076	3430789
20MLCSR1075	5250473
20MLCSR1074	4787067
20MLCSR3240	4845849
20MLDAW1313	2601281
20MLCSR3243	3439250
20MLDAW1315	1539205
20MLCSR3241	6435690
20MLDAW1314	2455367
20MLCSR3242	6571298
20MLDAW1316	1632478
20MLDAW1317	2022439
20MLDAW3316	2550295
20MLDAW3318	2108989
20MLDAW3317	3129966
20MMDAW1249	1488703
20MLDBM1318	2965653
20MMDAW1250	1676379
20MMDBM1253	1070305
20MMDAW1252	1865561
20MMDAW1251	2299139
20MMDBM1257	744481
20MMDBM1256	1475260
20MMDBM1254	2012437
20MMDBM1255	3379097
20MMDBM1258	1622541
20MMDBM1260	2352012
20MMDBM1259	2766652
20MMDBM1261	2930292
20MMDBM3299	1685831
20MMDBM1262	3908254
20MMDBM3301	1493441
20MMDBM3300	2610654
20MMDBM3302	1699945
20MMDBM3304	1645546
20MMDBM3307	2135082
20MMDBM3303	2616764
20MMDSDH1230	291192
20MMDSDH1229	429754
20MMDSDH1232	646019
20MMDSDH1231	947539
20MMDSDH1234	749424
20MMDBM3308	3699279
20MMDSDH1235	344206
20MMDBM3309	3909905
20MMDSDH1233	2464292
20MMDSDH1236	1794172
20MMDSR1239	909480
20MMDSDH1238	1493321
20MMDSR1241	674794
20MMDSR1240	1380935
20MMDSDH1237	4488041
20MMDSR1244	1059282
20MMDSR1243	1367599
20MMDSR1242	3063839
20MMDSR1245	1445268
20MMDSR1247	1468468
20MMDSR1248	1290148
20MMDSR1246	2948457
20MMDSR3305	2568224
20MMRAW1276	1910217
20MMDSR3306	2513497
20MMRAW1279	1321850
20MMRAW1278	1796270
20MMRAW1277	3081816
20MMRAW1280	2198854
20MMRAW1281	1550892
20MMRAW1282	1469099
20MMRAW1285	1375797
20MMRAW1283	1949491
20MMRAW1284	2207513
20MMRAW3310	2307566
20MMRAW3311	2245178
20MMRAW3312	1901765
20MMRBM1286	4682698
20MMRBM1287	4722048
20MMRBM1288	4027572
20MMRBM1290	2279469
20MMRBM1289	3829955
20MMRSDH1264	5097496
20MMRSDH1263	4888517
20MMRSR1266	4131282
20MMRSDH1265	5435512
20MMRSR1267	2791504
20MMRSR1270	1632318
20MMRSR1268	3254125
20MMRSR1271	2490367
20MMRSR1269	4208628
20MMRSR1273	3410548
20MMRSR1275	1837826
20MMRSR1272	4042002
20MMRSR1274	2783149
20MXCBM1321	1657947
20MXCBM1322	1737157
20MMRSR3315	4812352
20MXCSDH1319	2227968
20MXCSDH1320	954430
20MMRSR3314	5504044
20MYDAW1165	1382673
20MMRSR3313	7203268
20MYDAW1164	2108175
20MYDAW1163	2785879
20MYDBM1166	1161343
20MYDBM1167	1329767
20MYDKW1136	2267537
20MYDKW1135	2264279
20MYDKW1138	3190454
20MYDKW1137	4293938
20MYDKW1140	2046103
20MYDKW1139	2653746
20MYDKW1143	1023330
20MYDKW1141	2019743
20MYDKW1142	3126730
20MYDKW1144	3724133
20MYDKW3261	2565446
20MYDKW3260	4965242
20MYDKW3263	4075606
20MYDKW3262	4483179
20MYDKW3264	5057815
20MYDKW3265	4048158
20MYDKW3267	4645683
20MYDKW3268	6564312
20MYDKW3272	3574475
20MYDKW3269	6318138
20MYDKW3271	7584675
20MYDKW3274	1905937
20MYDKW3273	4146901
20MYDKW3275	2722138
20MYDSDH1146	1355483
20MYDSDH1147	898013
20MYDSDH1145	2324454
20MYDSDH1148	1684530
20MYDKW3276	3298599
20MYDSDH1150	1827883
20MYDSDH1149	2138901
20MYDSDH1152	1398027
20MYDSDH1151	2038291
20MYDSDH1153	2248189
20MYDSDH1154	2367135
20MYDSR1155	4322339
20MYDSDH3270	5257486
20MYDSDH3277	4299854
20MYDSDH3266	6141657
20MYDSR1157	1639162
20MYDSR1158	1947301
20MYDSR1159	3328959
20MYDSR1160	1927309
20MYDSR1156	3808251
20MYDSR1162	1820781
20MYDSR1161	3107608
20MYDYW1125	1963275
20MYDYW1126	2418555
20MYDYW1127	1263208
20MYDYW1128	2144299
20MYDYW1131	1411136
20MYDYW1129	2164151
20MYDYW1133	1357591
20MYDYW1134	1261218
20MYDYW1132	2319699
20MYDYW1130	3812022
20MYDYW3259	2524435
20MYDYW3258	3048799
20MYRAW1106	2973229
20MYRAW1108	1304869
20MYRAW1105	4612451
20MYRAW1111	926576
20MYRAW1110	1399051
20MYRAW1109	2241682
20MYRAW1112	848994
20MYRAW1114	1085613
20MYRAW1113	3492911
20MYRAW3254	3247990
20MYRAW1107	5385450
20MYRAW3253	2283092
20MYRAW3256	2134759
20MYRBM1115	3287654
20MYRAW3255	2320131
20MYRAW3257	2438240
20MYRBM1118	1591856
20MYRBM1116	2353138
20MYRBM1119	2235481
20MYRBM1117	5848469
20MYRBM1121	4559768
20MYRBM1122	3826412
20MYRBM1120	6797899
20MYRBM1124	3449904
20MYRBM1123	4884327
20MYRKW1086	534510
20MYRKW1088	562947
20MYRKW1087	1548821
20MYRKW1089	513171
20MYRBM3251	5280511
20MYRSDH1091	2212621
20MYRSDH1092	1703510
20MYRSDH1090	3403373
20MYRBM3252	6414035
20MYRSDH1093	2325626
20MYRSDH1094	2322440
20MYRSR1097	2650039
20MYRSR1095	3677067
20MYRSR1096	3653801
20MYRSR1098	2797364
20MYRSR1101	727882
20MYRSR1099	2128982
20MYRSR1100	2292503
20MYRSR1104	498282
20MYRSR1102	2181031
20MYRSR1103	2995617
20MYRSR3247	3586900
20MYRSR3246	5063399
20MYRSR3248	4806765
20MYRSR3245	7007740
20MYRSR3250	2845075
20MYRYW1082	3671456
20MYRSR3249	5430302
20MYRYW1083	3318835
20MYRYW1085	3848727
20MYRYW1084	4446000
20NBAW0824	4225670
20NBAW0826	3431561
20NBAW0828	3846803
20NBAW0827	4167459
20NBAW0825	6935330
20NBAW0829	3251365
20NBAW0832	2645652
20NBAW0831	3889881
20NBKW0795	2286018
20NBKW0794	3113581
20NBAW0830	8488364
20NBKW0797	2234178
20NBAW0833	5173706
20NBKW0796	4710962
20NBKW0798	4015755
20NBKW0799	4061026
20NBKW0802	2194505
20NBKW0800	4738294
20NBKW0803	2625249
20NBSDH0805	2377010
20NBKW0801	6967284
20NBSDH0806	4850491
20NBSDH0807	3058352
20NBSDH0804	5483277
20NBSDH0809	2281892
20NBSDH0808	3179358
20NBSDH0812	4242557
20NBSDH0813	4622119
20NBSDH0811	6196123
20NBSR0814	4582343
20NBSDH0810	11710571
20NBSR0816	6061123
20NBSR0817	3814622
20NBSR0815	8965807
20NBSR0818	5078670
20NBSR0821	6518573
20NBSR0822	3177757
20NBSR0819	9214575
20NBSR0820	7185813
20NBYW0784	2944056
20NBSR0823	3992778
20NBYW0785	3624679
20NBYW0786	3214604
20NBYW0788	3384059
20NBYW0787	4496466
20NBYW0789	3556265
20NBYW0790	3328483
20NBYW0793	1808886
20NBYW0791	4513506
20NBYW0792	4045569
20NXKW0342	3445722
20NXKW0343	2090019
20NXAW0364	3642039
20NXKW0344	2493874
20NXAW0365	4072395
20NXAW0366	5664890
20NXKW0345	6162528
20NXKW0346	7901565
20NXKW0347	7721716
20NXKW0350	2606685
20NXKW0351	3697051
20NXKW0349	5762390
20NXKW0348	8635704
20NXSR0354	2199999
20NXSDH0352	5836517
20NXSR0357	1971927
20NXSDH0353	6518095
20NXSR0355	4020036
20NXSR0356	5025633
20NXSR0358	3189922
20NXSR0360	4735103
20NXSR0361	4640801
20NXSR0359	6684023
20NXSR0363	3488198
20NXSR0362	3444027
20NXYW0333	7021356
20NXYW0332	5776844
20NXYW0334	5778100
20NXYW0335	7453076
20NXYW0336	4950933
20NXYW0338	3605969
20NXYW0339	4428184
20NXYW0337	8523443
20NXYW0340	4172185
20PMAW1480	2363593
20NXYW0341	4145701
20PMAW1481	2921649
20PMAW1483	2878756
20PMAW1485	2692580
20PMAW1482	2826565
20PMAW1484	3153437
20PMKW1454	2203755
20PMKW1455	3246643
20PMKW1456	5850443
20PMKW1459	2590101
20PMKW1458	5046602
20PMKW1457	7100642
20PMKW1460	2783522
20PMKW1463	2991836
20PMSDH1461	2260223
20PMKW1462	4278171
20PMSDH1464	2378116
20PMSDH1467	2180466
20PMSDH1465	3191279
20PMSDH1466	4003186
20PMSDH1468	4329946
20PMSDH1471	1519931
20PMSDH1470	2061462
20PMSDH1472	1620885
20PMSDH1469	4120919
20PMSR1474	2497811
20PMSR1475	2398735
20PMSDH1473	2599193
20PMSR1476	2818542
20PMSR1477	2701736
20PMSR1478	2746475
20PMYW1445	2089951
20PMYW1444	3598350
20PMYW1446	2845739
20PMYW1448	1810320
20PMYW1447	2052120
20PMYW1449	2024071
20PMYW1451	2501890
20PMYW1452	2403811
20PMYW1453	2107457
20PMYW1450	3584621
20PMYW1479	3566515
20QDAW0408	3480177
20QDAW0407	6717336
20QDAW0410	5281504
20QDAW0409	6386476
20QDAW0414	2687656
20QDAW0411	5201569
20QDAW0412	6026752
20QDAW0413	3870562
20QDAW0415	2723502
20QDKW0378	6521634
20QDKW0379	2740470
20QDKW0377	7558912
20QDAW0416	5572548
20QDKW0381	3753269
20QDKW0380	5497186
20QDKW0384	3140318
20QDKW0382	6584263
20QDKW0383	4588860
20QDKW0386	2617936
20QDKW0385	3420820
20QDSDH0387	2423336
20QDSDH0388	2760548
20QDSDH0391	3912283
20QDSDH0392	3724170
20QDSDH0393	3595193
20QDSDH0390	4332847
20QDSDH0394	2224170
20QDSDH0395	2363241
20QDSDH0396	2887426
20QDSR0398	2505833
20QDSR0399	2798730
20QDSR0397	6473430
20QDSR0401	6300058
20QDSR0400	6272885
20QDSR0402	6926993
20QDSR0406	3412126
20QDSR0405	7112916
20QDSR0403	9084818
20QDSR0404	6687149
20QDYW0368	3510849
20QDYW0367	8048622
20QDYW0369	5264557
20QDYW0372	3208489
20QDYW0370	5368962
20QDYW0373	4355739
20QDYW0374	4043537
20QDYW0375	4046472
20RLAW1433	1953708
20QDYW0376	4879917
20RLAW1434	1885349
20RLAW1436	2174538
20RLAW1437	2281279
20RLAW1435	1030681
20RLAW1439	2665070
20RLAW1441	1182793
20RLAW1440	1663592
20RLKW1416	2756093
20RLBM1443	2655644
20RLAW1438	8680353
20RLSDH1417	1816050
20RLSDH1419	739032
20RLSDH1421	635928
20RLSDH1418	2328652
20RLSDH1420	2171129
20RLAW1442	5802917
20RLSDH1423	1519346
20RLSDH1425	1193299
20RLSDH1422	3032747
20RLSDH1424	2320438
20RLSDH1426	1680522
20RLSR1427	1820640
20RLSR1428	2671011
20RLSR1430	1993802
20RLSR1429	1971393
20RLSR1431	1556523
20RLSR1432	1409460
20SCAW0042	4373248
20SCAW0041	5368605
20SCAW0044	6263898
20SCAW0043	6476153
20SCAW0046	4756058
20SCAW0045	7634746
20SCAW0048	5462103
20SCAW0050	2363435
20SCAW0047	5170811
20SCAW0049	4429581
20SCKW0011	4820059
20SCKW0012	3567488
20SCKW0013	3756824
20SCKW0015	4082295
20SCKW0016	4908331
20SCKW0017	4088181
20SCKW0018	3911814
20SCKW0019	5085883
20SCKW0020	3687591
20SCSDH0021	4085348
20SCSDH0022	2543124
20SCSDH0023	4240599
20SCSDH0025	4363539
20SCSDH0026	3534764
20SCSDH0024	6378234
20SCSDH0029	3828661
20SCSDH0028	3547792
20SCSDH0027	6161204
20SCSDH0030	5150573
20SCSR0032	4443569
20SCSR0031	6231539
20SCSR0033	3403523
20SCSR0034	3742158
20SCSR0037	4381349
20SCSR0036	4833695
20SCSR0035	5753693
20SCSR0039	3510532
20SCYW0001	3701300
20SCSR0038	8502126
20SCSR0040	5039590
20SCYW0002	3505611
20SCYW0003	4171951
20SCYW0004	3486604
20SCYW0005	4203560
20SCYW0006	4575955
20SCYW0007	3342543
20SCYW0008	2954182
20SCYW0009	2566280
20SCYW0010	2929158
20SDLCKW1799	3902655
20SDLCKW1798	4697793
20SDLCKW1801	5108722
20SDLCKW1800	5046511
20SDLCKW1802	4508027
20SDLCKW1804	2258051
20SDLCKW1805	4122151
20SDLCKW1807	2190728
20SDLCKW1803	6428366
20SDLCKW1806	3850892
20SDLCSR1809	3593539
20SDLCSR1808	6031858
20SDLCSR1811	4881917
20SDLCSR1812	3840495
20SDLCSR1810	7901560
20SDLCSR1813	4519415
20SDLCSR1814	6165618
20SDLCSR1815	6755959
20SDLCSR1816	7041430
20SDLCYW1788	4461787
20SDLCSR1817	7090944
20SDLCYW1790	2424736
20SDLCYW1791	3036553
20SDLCYW1792	3053957
20SDLCYW1789	5179110
20SDLCYW1793	3983772
20SDLCYW1795	3229508
20SDLCYW1797	2226598
20SDLCYW1794	4141011
20SHKW0162	2840171
20SDLCYW1796	5442575
20SHKW0165	4175757
20SHKW0166	4736642
20SHKW0163	6674795
20SHKW0164	7728563
20SHKW0167	5868338
20SHKW0168	5087339
20SHKW0170	3208327
20SHSDH0173	4179920
20SHKW0171	6225000
20SHKW0169	6504795
20SHSDH0174	2447532
20SHSDH0172	6341003
20SHSDH0176	2251455
20SHSDH0175	4787035
20SHSDH0177	3535033
20SHSDH0179	3161945
20SHSDH0178	4607131
20SHSDH0180	4382793
20SHSDH0181	3742918
20SHSR0184	7969206
20SHSR0183	9931636
20SHSR0182	11911862
20SHSR0185	7067851
20SHSR0187	3155924
20SHSR0190	5364680
20SHSR0189	8737825
20SHSR0191	8984139
20SHYW0153	4178945
20SHSR0188	10344046
20SHYW0152	7927772
20SHYW0154	4831977
20SHYW0155	8035166
20SHYW0158	6010827
20SHYW0157	9249014
20SHYW0156	10078160
20SHYW0159	7818957
20SXBM0559	3266794
20SHYW0160	7330048
20SXKW0534	108583
20SXKW0535	111938
20SXKW0536	497903
20SXKW0538	503596
20SHYW0161	6794683
20SXKW0540	97610
20SXKW0539	397578
20SXKW0541	328303
20SXKW0542	237532
20SXKW0543	1555713
20SXKW0537	3527395
20SXSDH0546	153195
20SXSDH0545	183879
20SXSDH0548	238567
20SXSR0549	111096
20SXSR0550	219670
20SXSR0551	311279
20SXSR0552	265688
20SXSDH0547	1870475
20SXSR0553	452990
20SXSR0555	88620
20SXSR0554	302233
20SXSR0556	90785
20SXSR0558	171605
20SXSR0557	623356
20SXBM0560	8099360
20SXYW0524	3410963
20SXYW0527	387197
20SXYW0526	3257330
20SXYW0528	1438795
20SXSDH0544	12587479
20SXYW0530	1955207
20SXYW0531	636639
20SXYW0532	214007
20SXYW0525	6612454
20SXYW0533	2006088
20SYBM0636	2484128
20SYAW0634	3912387
20SYKW0611	3043445
20SXYW0529	8225842
20SYKW0612	3915043
20SYSDH0614	2814313
20SYSDH0615	3057631
20SYKW0613	4048789
20SYAW0635	4100072
20SYSDH0617	4795948
20SYSDH0616	4254414
20SYSDH0620	1806816
20SYSDH0619	5383868
20SYSDH0621	3721912
20SYSDH0622	3723298
20SYSDH0618	8047776
20SYSDH0623	4099197
20SYSR0626	4099725
20SYSR0627	4060784
20SYSR0624	6307995
20SYSR0628	4276566
20SYSR0629	3682045
20SYSR0630	4322541
20SYSR0631	4277151
20SYSR0625	9871729
20SYSR0632	4057419
20SYSR0633	4671674
20SYYW0603	4487048
20SYYW0602	4278753
20SYYW0604	4234400
20SYYW0606	3810973
20SYYW0607	2906083
20SYYW0608	2310981
20SYYW0609	2035351
20SYYW0601	12005388
20SYYW0605	7153478
20WDAW1360	966605
20SYYW0610	3652561
20WDAW1362	860871
20WDAW1361	1459168
20WDAW1363	1198897
20WDAW1365	1078251
20WDAW1364	1404502
20WDAW1367	995033
20WDAW1366	1878465
20WDKW1371	1756866
20WDAW1368	1348352
20WDAW1369	1596504
20WDBM1370	2984416
20WDSDH1340	898356
20WDKW1373	2120972
20WDKW1372	2898270
20WDSDH1341	738354
20WDKW1374	3271967
20WDSDH1342	764085
20WDSDH1343	875206
20WDSDH1344	943267
20WDSDH1345	773897
20WDSDH1346	1368084
20WDSDH1347	1597448
20WDSDH1348	1631095
20WDSDH1349	1757990
20WDSR1352	1330478
20WDSR1350	2749308
20WDSR1353	1391159
20WDSR1351	3273431
20WDSR1355	1655545
20WDSR1356	1202857
20WDSR1357	1412382
20WDSR1354	2665709
20WDSR1359	784910
20WDSR1358	1631041
20WDYW1332	2215676
20WDYW1331	2335272
20WDYW1333	2533326
20WDYW1335	1668032
20WDYW1330	4347512
20WDYW1336	1959519
20WDYW1334	3075006
20WDYW1338	2773695
20WDYW1337	4702691
20WDYW1339	3012351
20WHKW0572	3253545
20WHKW0573	1880224
20WHKW0571	4907150
20WHKW0575	1742236
20WHKW0577	1733497
20WHKW0576	2883563
20WHKW0579	2461563
20WHKW0580	2484528
20WHSDH0582	1705528
20WHSDH0581	2305558
20WHKW0578	6211020
20WHSDH0584	1874110
20WHKW0574	9968534
20WHSDH0586	2223846
20WHSDH0585	2390987
20WHSDH0587	2991029
20WHSDH0589	2213257
20WHSDH0583	5839990
20WHSDH0588	3755804
20WHSDH0590	2947222
20WHSR0592	3988970
20WHSR0593	4898593
20WHSR0594	3725173
20WHSR0591	5887764
20WHSR0597	4106051
20WHSR0595	5646681
20WHSR0596	5450151
20WHSR0598	4949456
20WHSR0599	4103280
20WHYW0561	2586541
20WHSR0600	3675932
20WHYW0562	5209669
20WHYW0564	5436876
20WHYW0563	5040006
20WHYW0565	9908146
20WHYW0567	4106347
20WHYW0566	4924989
20YZBMKW3432	3581393
